,栏目,标题,作者,链接
2019-10-28,腰椎间盘突出,腰椎间盘突出常见问题（问答）,郭钧,https://www.haodf.com/neirong/wenzhang/8065992231.html
2019-10-28,乙肝,当乙肝遇到“爱”，我们该怎么办,姚娜,https://www.haodf.com/neirong/wenzhang/8065991998.html
2019-10-28,短暂性脑缺血发作,“卒中”或“短暂性脑缺血发作“的二级预防,魏社鹏,https://www.haodf.com/neirong/wenzhang/8065990176.html
2019-10-28,肺癌,恶性肿瘤「防大于治」，做好预防工作，让肿瘤君滚蛋！,邱立新,https://www.haodf.com/neirong/wenzhang/8065900914.html
2019-10-28,腰椎间盘突出,名医专访丨上海长征医院余将明：脊柱内镜与腰椎间盘突出,余将明,https://www.haodf.com/neirong/wenzhang/8065788783.html
2019-10-28,腰椎间盘突出,腰椎间盘突出是怎么发生的？如何治疗和预防？,郭钧,https://www.haodf.com/neirong/wenzhang/8065716107.html
2019-10-28,肺癌,肿瘤患者为什么要做基因检测？,韩鸿彬,https://www.haodf.com/neirong/wenzhang/8065676414.html
2019-10-28,肺癌,肺癌病理小讲堂之二——病理报告上都有些什么？,励逑元,https://www.haodf.com/neirong/wenzhang/8065490982.html
2019-10-27,前列腺癌,放射性粒子植入治疗恶性肿瘤,程小辉,https://www.haodf.com/neirong/wenzhang/8065442427.html
2019-10-27,乙肝,干扰素治疗从“一生一试 ”到“一生多试”,王春喜,https://www.haodf.com/neirong/wenzhang/8065440109.html
2019-10-27,胃癌,防癌胃肠镜需要定期检查,杨玲,https://www.haodf.com/neirong/wenzhang/8065344897.html
2019-10-27,肺癌,肺癌为什么会发生脑转移？,程吕欢,https://www.haodf.com/neirong/wenzhang/8065253009.html
2019-10-27,肺癌,如何判断肺癌是否发生了转移？,程吕欢,https://www.haodf.com/neirong/wenzhang/8065252797.html
2019-10-27,肺癌,肺癌会转移到哪些部位？,程吕欢,https://www.haodf.com/neirong/wenzhang/8065252396.html
2019-10-27,乳腺癌,趋利避害，防治乳腺癌内分泌治疗引起的骨关节痛,张永辉,https://www.haodf.com/neirong/wenzhang/8065250525.html
2019-10-27,肺癌,早期肺癌及转移性肺部肿瘤微波消融经验分享,张佳,https://www.haodf.com/neirong/wenzhang/8065060309.html
2019-10-27,乙肝,全国药品带量集采公告下发，恩替卡韦、替诺福韦双双降价后，能...,尹有宽,https://www.haodf.com/neirong/wenzhang/8065060162.html
2019-10-27,肺癌,部分肺癌能治愈，你信吗？！,张卫东,https://www.haodf.com/neirong/wenzhang/8064978052.html
2019-10-27,胃癌,【临床思考】小议肿瘤指标---由CA72-4升高想到的,邱志远,https://www.haodf.com/neirong/wenzhang/8064976715.html
2019-10-27,肺癌,一文解读肺癌晚期的基因检测—实现精准治疗,邴钟兴,https://www.haodf.com/neirong/wenzhang/8064973262.html
2019-10-27,胸腔穿刺术,为啥要反复做肺穿刺,李建雄,https://www.haodf.com/neirong/wenzhang/8064899750.html
2019-10-26,甲亢,谈谈甲亢治疗药物（二）-碘和碘化物,罗露露,https://www.haodf.com/neirong/wenzhang/8064651585.html
2019-10-26,子宫肌瘤,如何避免腹腔镜子宫肌瘤剔除术中粉碎器造成的肿瘤播散,梁静,https://m.haodf.com/neirong/shipin/8064555740.html
2019-10-26,腰椎间盘突出,医生，我的腰椎间盘突出需要手术吗?微创能行吗？会复发吗？,苏启超,https://www.haodf.com/neirong/wenzhang/8064555722.html
2019-10-26,子宫肌瘤,腹腔镜子宫肌瘤粉碎，术中预防是关键,梁静,https://m.haodf.com/neirong/shipin/8064555023.html
2019-10-26,子宫肌瘤,术前能明确区分子宫肌瘤和子宫肉瘤吗？,梁静,https://m.haodf.com/neirong/shipin/8064554903.html
2019-10-26,子宫肌瘤,子宫肌瘤变性是怎么回事？,梁静,https://m.haodf.com/neirong/shipin/8064550858.html
2019-10-26,心肌梗死,【血脂博士谈健康】秋冬季节如何预防心脑血管疾病？,邢钰,https://www.haodf.com/neirong/wenzhang/8064488227.html
2019-10-26,子宫肌瘤,有子宫肌瘤，还能做试管吗？,汪云,https://www.haodf.com/neirong/wenzhang/8064486607.html
2019-10-26,冠心病,冠心病的治疗,王慧敏,https://www.haodf.com/neirong/wenzhang/8064481822.html
2019-10-26,肺癌,癌症已经扩散，但血液检查肿瘤标志物为阴性是怎么回事？,乔贵宾,https://www.haodf.com/neirong/wenzhang/8064480999.html
2019-10-26,冠心病,冠脉造影与冠脉CT应该选哪个？？,彭长生,https://www.haodf.com/neirong/wenzhang/8064369969.html
2019-10-26,乳腺癌,做这个检查就知道你的乳腺癌风险！非常准,彭建珩,https://www.haodf.com/neirong/wenzhang/8064298213.html
2019-10-26,肺癌,PD1治疗癌症的原理是什么？,王昆,https://www.haodf.com/neirong/wenzhang/8064290329.html
2019-10-26,肺癌,32岁小伙患肺癌，疑惑别人化疗要三天，为何自己只一天，要求加...,胡洋,https://www.haodf.com/neirong/wenzhang/8064199195.html
2019-10-25,肺癌,肺癌十问之第七问：肺癌的治疗如何去选择？4.靶向治疗是怎么回...,鲁德玕,https://www.haodf.com/neirong/wenzhang/8063869396.html
2019-10-25,肺癌,肺癌的诊断方法有哪些？,程吕欢,https://www.haodf.com/neirong/wenzhang/8063868271.html
2019-10-25,肺癌,肺癌术后饮食的注意事项,胡凤山,https://m.haodf.com/neirong/shipin/8063519712.html
2019-10-25,腰椎间盘突出,腰椎间盘突出症的合理治疗,连文志,https://m.haodf.com/neirong/shipin/8063511248.html
2019-10-25,肺癌,肺癌到底能活多久，因人而异，有人不治疗也能活五年，不要放弃...,胡洋,https://www.haodf.com/neirong/wenzhang/8063329846.html
2019-10-25,胃癌,胃里长出了肠子的成分，被认为是癌前病变，切记两件事预防胃癌...,胡洋,https://www.haodf.com/neirong/wenzhang/8063239674.html
2019-10-25,肺癌,2019肺癌NCCN指南发布，治疗理念多处更新,,https://www.haodf.com/neirong/wenzhang/8063233835.html
2019-10-24,乳腺癌,使用雌激素会得乳腺癌吗？,钟镇铧,https://www.haodf.com/neirong/wenzhang/8063105239.html
2019-10-24,乳腺癌,名贵的补品，对乳腺癌患者有好处吗？,王靖,https://www.haodf.com/neirong/wenzhang/8063071754.html
2019-10-24,乳腺癌,癌症的“五年生存率”，到底意味着什么？,吴高松,https://www.haodf.com/neirong/wenzhang/8062972425.html
2019-10-24,心脏介入,血管堵了是选择支架还是搭桥？,董福强,https://www.haodf.com/neirong/wenzhang/8062869572.html
2019-10-24,胃炎,喝粥、吃面养胃？你又上当了！,张永华,https://www.haodf.com/neirong/wenzhang/8062657987.html
2019-10-24,肺癌,什么是微小肺癌？,张临友,https://www.haodf.com/neirong/wenzhang/8062653396.html
2019-10-24,甲亢,甲亢病有什么症状,刘嘉,https://www.haodf.com/neirong/wenzhang/8062472013.html
2019-10-24,腰椎间盘突出,腰椎间盘突出和腰椎管狭窄的区别,王建军,https://m.haodf.com/neirong/shipin/8062327852.html
2019-10-24,冠心病,认识识反式脂肪，让它无处可藏。,匡泽民,https://www.haodf.com/neirong/wenzhang/8062326464.html
2019-10-24,腰椎间盘突出,腰椎间盘突出怎么锻炼好,王建军,https://m.haodf.com/neirong/shipin/8062324971.html
2019-10-24,腰椎间盘突出,如何远离腰椎间盘突出,王建军,https://m.haodf.com/neirong/shipin/8062324765.html
2019-10-24,腰椎间盘突出,腰椎间盘突出的原因,王建军,https://m.haodf.com/neirong/shipin/8062324297.html
2019-10-23,肺癌,为什么肺癌患者进食困难？,李建雄,https://www.haodf.com/neirong/wenzhang/8061912712.html
2019-10-23,肺癌,为什么肺癌患者会出现声音嘶哑？,李建雄,https://www.haodf.com/neirong/wenzhang/8061912403.html
2019-10-23,肺癌,为何肺癌会出现发热？,李建雄,https://www.haodf.com/neirong/wenzhang/8061911838.html
2019-10-23,肺癌,为何肺癌会出现胸痛？,李建雄,https://www.haodf.com/neirong/wenzhang/8061911586.html
2019-10-23,肺癌,肺癌有哪些症状？,李建雄,https://www.haodf.com/neirong/wenzhang/8061910457.html
2019-10-23,胃炎,轻度肠上皮化生的病情并不严重？不能轻视，越早治疗越好。,葛文津,https://www.haodf.com/neirong/wenzhang/8061801294.html
2019-10-23,肺癌,患肿瘤也可以活很久，符合三个条件有可能长期生存，第三条很关...,胡洋,https://www.haodf.com/neirong/wenzhang/8061680782.html
2019-10-23,甲亢,碘131治疗甲亢可以重复做吗？,高洪波,https://www.haodf.com/neirong/wenzhang/8061593442.html
2019-10-23,甲亢,碘131治疗甲亢会损伤身体吗？,高洪波,https://www.haodf.com/neirong/wenzhang/8061591858.html
2019-10-23,腰椎间盘突出,腰椎间盘突出怎么办？微创还是开刀,王松,https://www.haodf.com/neirong/wenzhang/8061591095.html
2019-10-23,心肌梗死,血管是如何一天天堵塞的,张云哲,https://www.haodf.com/neirong/wenzhang/8061475798.html
2019-10-23,乙肝,乙肝治疗：抗病毒“神药”,王邦松,https://www.haodf.com/neirong/wenzhang/8061307133.html
2019-10-23,肺癌,肺癌为什么会发生转移？,程吕欢,https://www.haodf.com/neirong/wenzhang/8061303517.html
2019-10-23,乙肝,乙肝妈妈可以母乳喂养吗？,段斌炜,https://www.haodf.com/neirong/wenzhang/8061300693.html
2019-10-23,动脉粥样硬化,改善血稠的五种方法,杨博华,https://www.haodf.com/neirong/wenzhang/8061208204.html
2019-10-23,肺癌,肺癌患者饮食的健康教育处方,李建雄,https://www.haodf.com/neirong/wenzhang/8061109215.html
2019-10-22,肺癌,肺癌化疗前后饮食宜忌,陈晓峰,https://www.haodf.com/neirong/wenzhang/8061003017.html
2019-10-22,腰椎间盘突出,如何自我判断是否腰椎间盘突出了呢？,董章利,https://www.haodf.com/neirong/wenzhang/8060926808.html
2019-10-22,高血压,中国脑卒中一级预防指南2019年权威发布！,王毅,https://www.haodf.com/neirong/wenzhang/8060925803.html
2019-10-22,乙肝,恩替卡韦部分应答，换用还是加用替诺福韦？,王春喜,https://www.haodf.com/neirong/wenzhang/8060923680.html
2019-10-22,腰椎间盘突出,颈椎病能微创手术吗？腰椎间盘突出能微创手术吗？如何看待微创...,杨进城,https://www.haodf.com/neirong/wenzhang/8060800295.html
2019-10-22,腰椎间盘突出,腰椎手术后会走不了路吗？腰椎间盘突出手术后瘫痪吗？腰椎手术...,杨进城,https://www.haodf.com/neirong/wenzhang/8060718410.html
2019-10-22,胃癌,千万不要进食发霉腐烂的水果,崔忠敏,https://m.haodf.com/neirong/shipin/8060713708.html
2019-10-22,胃癌,千万不要经常进食催熟的香蕉,崔忠敏,https://m.haodf.com/neirong/shipin/8060713138.html
2019-10-22,子宫肌瘤,子宫肌瘤会不会恶变？子宫肌瘤会不会遗传？,董刚,https://m.haodf.com/neirong/shipin/8060404836.html
2019-10-22,神经内分泌肿瘤,支气管类癌、气管囊性腺样癌、黏液上皮样癌、大细胞肺癌的特点...,李建雄,https://www.haodf.com/neirong/wenzhang/8060209152.html
2019-10-22,高血压,高胆固醇血症患者的饮食,董玲玲,https://www.haodf.com/neirong/wenzhang/8060209068.html
2019-10-22,肺癌,刘懿博士说肺癌（九六八）肺癌术后胸腔有“吻合钉”还能做CT么...,刘懿,https://www.haodf.com/neirong/wenzhang/8060207277.html
2019-10-21,乙肝,20年前我的表弟诊断乙肝肝硬化，他现在还好吗？,王春喜,https://www.haodf.com/neirong/wenzhang/8059979735.html
2019-10-21,乳腺癌,现在很火的基因检测，真的可以预知乳腺癌吗？,王靖,https://www.haodf.com/neirong/wenzhang/8059979415.html
2019-10-21,高血压,怎么治愈高血压？,李圣耀,https://www.haodf.com/neirong/wenzhang/8059876493.html
2019-10-21,子宫肌瘤,得了子宫肌瘤怎么办？,王文艳,https://www.haodf.com/neirong/wenzhang/8059871450.html
2019-10-21,高血压,高血压治疗，早期达标,赵宁,https://m.haodf.com/neirong/yuyin/8059683022.html
2019-10-21,营养不良,肿瘤病人营养支持治疗,吴昕,https://www.haodf.com/neirong/wenzhang/8059624680.html
2019-10-21,乳腺癌,乳腺癌患者放疗温馨提示,吴昕,https://www.haodf.com/neirong/wenzhang/8059623609.html
2019-10-21,营养缺乏症,豆浆，豆奶粉在补钙方面可以替代牛奶吗？,王杨雨凡,https://m.haodf.com/neirong/shipin/8059621638.html
2019-10-21,乳腺增生,乳癖消的功效与作用,张士云,https://www.haodf.com/neirong/wenzhang/8059529564.html
2019-10-21,乳腺癌,乳腺癌早期症状,张士云,https://www.haodf.com/neirong/wenzhang/8059529124.html
2019-10-21,肺癌,错误的服药方式让你「事倍功半」，快来看看你的服药方式对吗？...,邱立新,https://www.haodf.com/neirong/wenzhang/8059428970.html
2019-10-21,高血压,测血压，左手？右手？,周竹青,https://www.haodf.com/neirong/wenzhang/8059328882.html
2019-10-21,乳腺癌,遗传性乳腺癌知多少,龚畅,https://www.haodf.com/neirong/wenzhang/8059324544.html
2019-10-21,脑梗塞,简单四步，判断是否脑中风？,匡泽民,https://www.haodf.com/neirong/wenzhang/8059321900.html
2019-10-20,骨折,伤筋动骨一百天，搞不好坑了很多人,王杨雨凡,https://m.haodf.com/neirong/shipin/8059044655.html
2019-10-20,乳腺癌,什么人应该做乳腺癌的相关基因检测？,王劲,https://www.haodf.com/neirong/wenzhang/8059011672.html
2019-10-20,乳腺癌,吃激素生乳腺癌？类似出门被车撞的风险！,邹世恩,https://www.haodf.com/neirong/wenzhang/8058915805.html
2019-10-20,胃癌,晚期胃癌化疗无效怎么办？,刘秋松,https://www.haodf.com/neirong/wenzhang/8058915728.html
2019-10-20,胃癌,胃癌转移那些事,姚学权,https://www.haodf.com/neirong/wenzhang/8058914523.html
2019-10-20,乳腺癌,解密乳腺超声、钼靶、MRI报告—分分钟学会解读乳腺影像学报告,陈园园,https://www.haodf.com/neirong/wenzhang/8058911624.html
2019-10-20,骨折,手术后钢板是取出好，还是不取好,贾会光,https://www.haodf.com/neirong/wenzhang/8058911570.html
2019-10-20,胃炎,正确养胃，别伤胃,王铁汉,https://www.haodf.com/neirong/wenzhang/8058827529.html
2019-10-20,肺癌,支气管类癌的特点是什么?,程吕欢,https://www.haodf.com/neirong/wenzhang/8058824779.html
2019-10-20,肺癌,什么是大细胞肺癌?,程吕欢,https://www.haodf.com/neirong/wenzhang/8058824693.html
2019-10-20,乙肝,你必须知道的乙肝十大真相！,段斌炜,https://www.haodf.com/neirong/wenzhang/8058822990.html
2019-10-20,结肠癌,常吃草莓，可以帮助我们远离多种癌症。,崔忠敏,https://m.haodf.com/neirong/shipin/8058820279.html
2019-10-20,直肠癌,经常进食花生，也有助于防止多种癌症的发生。,崔忠敏,https://m.haodf.com/neirong/shipin/8058739303.html
2019-10-20,结肠癌,经常进食蓝莓有助于预防多种癌症的发生。,崔忠敏,https://m.haodf.com/neirong/shipin/8058738167.html
2019-10-20,肺癌,肺癌患者能活多长时间?,程吕欢,https://www.haodf.com/neirong/wenzhang/8058647179.html
2019-10-20,胃癌,胃镜发现胃癌后怎么办,徐志远,https://www.haodf.com/neirong/wenzhang/8058642627.html
2019-10-20,高血压,教你正确使用电子血压计,张云哲,https://www.haodf.com/neirong/wenzhang/8058488401.html
2019-10-20,肺部结节,肺三维重建是什么,张临友,https://www.haodf.com/neirong/wenzhang/8058480465.html
2019-10-20,肝癌,什么是肿瘤标志物？,李建雄,https://www.haodf.com/neirong/wenzhang/8058374608.html
2019-10-19,乙肝,7大检查，为肝脏“验伤”,尹有宽,https://www.haodf.com/neirong/wenzhang/8058216229.html
2019-10-19,乙肝,乙肝-肝硬化-肝癌：乙肝“三部曲”能否阻断？,尹有宽,https://www.haodf.com/neirong/wenzhang/8058215646.html
2019-10-19,脂肪肝,“肝区”胀闷就是肝病吗,尹有宽,https://www.haodf.com/neirong/wenzhang/8058215408.html
2019-10-19,胃癌,日本的胃癌治愈率高达80%，中国只有30%，该向他们学点啥？,双剑博,https://www.haodf.com/neirong/wenzhang/8058211479.html
2019-10-19,肺癌,一个包子引发的“血案”--肺手术以后吃什么？,陆欣欣,https://www.haodf.com/neirong/wenzhang/8058006761.html
2019-10-19,高血压,高血压患者血压正常了可以停药吗？,于彦伟,https://m.haodf.com/neirong/shipin/8058006410.html
2019-10-19,腰椎间盘突出,腰椎间盘突出症微创手术的优缺点,郝迎春,https://www.haodf.com/neirong/wenzhang/8058004548.html
2019-10-19,肝癌,天然抗癌食物,于静,https://www.haodf.com/neirong/wenzhang/8057832236.html
2019-10-19,腰椎间盘突出,腰椎间盘突出手术治疗的具体措施有哪些？,王培超,https://www.haodf.com/neirong/wenzhang/8057723567.html
2019-10-19,肺癌,肺结节通过肺癌甲基化分子诊断良恶性,王智刚,https://www.haodf.com/neirong/wenzhang/8057723235.html
2019-10-19,脑梗塞,年轻人脑梗死的危险因素,梁博众,https://m.haodf.com/neirong/shipin/8057588867.html
2019-10-18,子宫肌瘤,【门诊日记】一侧输卵管切除+肌瘤剥离，为何39岁才做试管？,杨帆,https://www.haodf.com/neirong/wenzhang/8057431178.html
